,youtube_id,comment,like_num,processed_comment
0,단점,아는형님 보고왔다 손,97개,"['알다', '형님', '보고오다', '손']"
1,점점,봄이다 나가야지! 앗 미세먼지! 다음주에 나가야지! 앗 코로나! 다음달에 나가야지! 앗 여친이 없네 ㅅㅂ,310개,"['봄', '나가야', '앗', '미세먼지', '다음주', '나가야', '앗', '코로나', '다음', '달', '나가야', '앗', '여친', '없다']"
2,Irulynn5020,전 벚꽃엔딩보다 꽃송이가가 더 좋아요 개취지만. ㅋㅋㅋ,1개,"['전', '벚꽃', '엔딩', '꽃송이', '가가', '더', '좋다', '개취']"
3,TheAngrySmile,19년에 온사람 손,15개,"['사람', '손']"
4,놈JSJ미친,"하모니카 솔로!
하모니카:...(눙물)",284개,"['하모니카', '솔로', '하모니카', '눈물']"
5,배고파쥬금,벚꽃엔딩보다 이게 더 좋다 봄느낌ㅎㅎ,166개,"['벚꽃', '엔딩', '이', '더', '좋다', '봄', '느낌']"
6,AnchorAn,"다른 가사보다 '그게 어려운거야, 그게 어려운거라, 그게 어려운거야'라는 가사가 참 좋다.",41개,"['다른', '가사', '그게', '어렵다', '그게', '어렵다', '그게', '어렵다', '가사', '차다', '좋다']"
7,1111이건희,18년에 온사람 손,13개,"['사람', '손']"
8,GHJ,단대 상명대 천안캠 교가 그 자체,59개,"['단대', '상명대', '천안', '캠', '교가', '그', '자체']"
9,코네,버스커버스커 너무좋아요 요즘 노래들은 영어가 반이라서 힘든데 버스커버스커는 영어가없어서좋아요,342개,"['버스커버스커', '좋다', '요즘', '노래', '영어', '반', '힘드다', '버스커버스커', '영어', '없다', '좋다']"
10,알PAKA,그래그래 피었구나. 이거 한 소절이 너무 마음에 박혀서 지금와서 또 찾아들으러 왔다....,27개,"['그래그래', '피다', '거', '하다', '절', '마음', '박히다', '지금', '서다', '또', '찾다', '들다', '오다']"
11,표도르도스토예프스키,지금 서울 얼어 죽겠는데 문득 이 노래 듣고 따뜻해짐,169개,"['지금', '서울', '얼다', '죽다', '문득', '이', '노래', '듣다', '따뜻하다', '짐']"
12,배준희,봄만 되면 듣는 노래🙆‍♀️❤🌺🥀🌹,2개,"['봄', '되다', '듣다', '노래']"
13,두팔곽,2021년에 본 친구들 모여봐,21개,"['보다', '친구', '모이다', '보다']"
14,김카를,몇번을 들어도 좋은 노래 ..,50개,"['몇번', '들다', '좋다', '노래']"
15,leehappynine,나도 콧소리 매력적이고 싶다.,35개,"['나다', '콧소리', '매력', '싶다']"
16,김으리으리,진짜  최고의 명반  안좋은노래가 없음,31개,"['진짜', '최고', '명반', '안좋다', '노래', '없다']"
17,AnchorAn,"그게 어려운 거야,
그게 어려운 거라,
그게 어려운 거야.",16개,"['그게', '어렵다', '그게', '어렵다', '거', '그게', '어렵다']"
18,깨끗하개맑개자신있,진짜 이 앨범자체가 걍 겁나 명반임..곡들이 다 이렇게 완벽하게 좋을수가....,11개,"['진짜', '이', '앨범', '자체', '겁나다', '명반', '임', '곡', '완벽하다', '좋다']"
19,박민수,학교수학여행때 이거 애들이랑 공연하다가 '하모니카 솔로!' 했을때 나는 하모니카만 불었을 뿐인데 뜨끔했었지...(다 옛날예기) 친구들아 보고 싶다!,12개,"['학교', '수학여행', '때', '거', '애', '공연', '하다', '하모니카', '솔로', '하다', '때', '나', '하모니카', '불다', '뿐', '뜨끔하다', '옛날', '예기', '친구', '보고', '싶다']"
20,YoungMoon,반주가 여자친구 처음 사귈때 내 신나서 촐싹대던 마음하고 너무 똑같네 ㅎㅎ,14개,"['반주', '여자친구', '처음', '사귀다', '때', '내', '신나다', '촐싹대다', '마음', '똑같다']"
21,베스티지Vestige,다시한번 버스커버스커를 세상에 알려주시게 도와준 예리밴드에게 감사를~,42개,"['다시', '한번', '버스커버스커', '세상', '알다', '도와주다', '예리밴드', '감사']"
22,햅비,이 노래 들으면 밤에 거리는 환하고 벚꽃은 흐드러지고 날씨는 따뜻한 그런 봄의 상쾌하고 기분좋은 밤이 생각남,15개,"['이', '노래', '들다', '밤', '거리', '환하다', '벚꽃', '흐', '드럽다', '날씨', '따뜻하다', '그렇다', '봄', '상쾌하다', '기분', '좋다', '밤', '생각나다']"
23,도토리,어째서 버스커버스커가 올린거보다 이게 더 조회수가 많은거지?,5개,"['어째서', '버스커버스커', '올리다', '이', '더', '조회', '수가', '많다']"
24,꿈틀쓰,2019년 손!,40개,['손']
25,신기정,좋아하는노래인데 돌아가신 이모도 좋아하는노래라서 들을때마다 눈물날려한다...,2개,"['좋아하다', '노래', '돌아가다', '이모', '좋아하다', '노래', '들다', '때', '눈물나다', '하다']"
26,임관용,이번봄은 코로나구나,5개,"['이번', '봄', '코로나', '구나']"
27,직박구리,나만 피었구나를 귀엽구나 라고 들었나,1개,"['나', '피다', '구나', '귀엽다', '들다']"
28,knt,버스커버스커 노래는 겨울에 들어도 좋더라 이제 다가올 봄을 생각하게 해 추운 겨울도 따뜻하게 만들어줌,1개,"['버스커버스커', '노래', '겨울', '들다', '좋다', '이제', '다가오다', '봄', '생각', '하다', '해', '추다', '겨울', '따뜻하다', '만들다', '줌']"
29,agavond유랑자,이건 진심 언제나 들어도 띵작이다...,5개,"['것', '진심', '들다', '띵작']"
30,김도언,갑자기 생각나서 왔는데 역시 좋네,3개,"['갑자기', '생각나다', '오다', '역시', '좋다']"
31,이름없음,"2019.08.10
무더위가 절정",1개,"['무더위', '절정']"
32,sssllls,추억이네 초 2땐가 3땐가,1개,"['추억', '초', '때', '때']"
33,TV감자보이,"배드민턴 치자고 꼬셔
커피 한 잔 하자고 불러
동네 한 번 걷자고 꼬셔
넌 한 번도 그래 안 된다는 말이 없었지

꽃송이가 꽃송이가 그래 그래 피었네
꽃송이가 꽃송이가 그 꽃 한 송이가 그래 그래 피었구나

거리에 사람들 수많은 사람들 그 길에 사람들
그래 나는 네게 얼마만큼 특별한 건지
그게 어려운 거야 그게 어려운 거라 그게 어려운 거야

맛있는 거 먹자고 꼬셔
영화 보러 가자고 불러
단대 호수 걷자고 꼬셔
넌 한 번도 그래 안 된다는 말이 없었지

꽃송이가 꽃송이가 그래 그래 피었네
꽃송이가 꽃송이가 그 꽃 한 송이가 그래 그래 피었구나

거리에 사람들 수많은 사람들 그 길에 사람들
그래 나는 네게 얼마만큼 특별한 건지
그게 어려운 거야 그게 어려운 거라 그게 어려운 거야
좋아 좋아 하모니카 솔로

꽃송이가 꽃송이가 꽃송이가 그래 그래 피었네
꽃송이가 꽃송이가 그 꽃 한 송이가 그래 그래 피었구나

거리에 사람들 수많은 사람들 그 길에 사람들
그래 나는 네게 얼마만큼 특별한 건지
그게 어려운 거야 그게 어려운 거라 그게 어려운 거야",225개,"['배드민턴', '치자', '꼬셔', '커피', '하다', '잔', '하자', '불다', '동네', '하다', '번', '걷다', '꼬셔', '넌', '하다', '번', '그렇다', '안', '되다', '말', '없다', '꽃송이', '꽃송이', '그렇다', '그렇다', '피다', '꽃송이', '꽃송이', '그', '꽃', '하다', '송이', '그렇다', '그렇다', '피다', '거리', '사람', '수많다', '사람', '그', '길', '사람', '그렇다', '나', '네', '얼마만큼', '특별하다', '건지다', '그게', '어렵다', '그게', '어렵다', '거', '그게', '어렵다', '맛있다', '거', '먹다', '꼬셔', '영화', '보다', '가다', '불다', '단대', '호수', '걷다', '꼬셔', '넌', '하다', '번', '그렇다', '안', '되다', '말', '없다', '꽃송이', '꽃송이', '그렇다', '그렇다', '피다', '꽃송이', '꽃송이', '그', '꽃', '하다', '송이', '그렇다', '그렇다', '피다', '거리', '사람', '수많다', '사람', '그', '길', '사람', '그렇다', '나', '네', '얼마만큼', '특별하다', '건지다', '그게', '어렵다', '그게', '어렵다', '거', '그게', '어렵다', '좋다', '좋다', '하모니카', '솔로', '꽃송이', '꽃송이', '꽃송이', '그렇다', '그렇다', '피다', '꽃송이', '꽃송이', '그', '꽃', '하다', '송이', '그렇다', '그렇다', '피다', '거리', '사람', '수많다', '사람', '그', '길', '사람', '그렇다', '나', '네', '얼마만큼', '특별하다', '건지다', '그게', '어렵다', '그게', '어렵다', '거', '그게', '어렵다']"
34,색,친구중에 송이랑 사귀고 헤어진 애 있으면 꼭 노래방 같이 가서 이노래로 놀렸는데....,4개,"['친구', '송이', '사귀다', '헤어지다', '애', '있다', '꼭', '노래방', '가다', '노래', '놀리다']"
35,김때끼,꽃송이가 몇년째 듣지만 넘좋습니다 ㅎㅎㅎ,3개,"['꽃송이', '년', '듣다', '넘다', '좋다']"
36,일조달러,배드민턴으로도 꼬실수 있을 것 같은 분위기.,4개,"['배드민턴', '꼬', '실수', '있다', '것', '같다', '분위기']"
37,bagmanbool,20년  3월에 오신분 손🖐🖐🖐🖐🖐🖐,38개,"['신분', '손']"
38,구남매를부탁해,겨울에 한 번 생각나서 온 사람?,2개,"['겨울', '하다', '번', '생각나다', '온', '사람']"
39,서울보령시,꽃송이가~~꽃송이가~~~아 노래 좋네,1개,"['꽃송이', '꽃송이', '노래', '좋다']"
40,의지의히어로MAX,오늘이 이 노래의 8주년,3개,"['오늘이', '이', '노래', '주년']"
41,청안,이사오기전에 이노래엄청들었었는데 이사오고나서 향수병도 걸렸는데 이노래들으면서 버팁니다,22개,"['기전', '노래', '들다', '이사오', '나서다', '향수병', '걸리다', '노래', '들다', '버티다']"
42,태건,"왜 이좋은 노래를 난 이제야 알게된거지,,",10개,"['왜', '이', '좋다', '노래', '난', '이제야', '알', '된거']"
43,1212123,이제 많이들을 노래////🤗🤗,1개,"['이제', '들다', '노래']"
44,이진규,이제 이거 들으면 쏴라 두잡짜루 라라루루 이게 머리에서 떠나질않는다...,3개,"['이제', '거', '들다', '쏘다', '두잡짜루', '라라', '루루', '이', '머리', '떠나다', '않다']"
45,때주헌,벚꽃엔딩 듣고온사람,3개,"['벚꽃', '엔딩', '듣다', '사람']"
46,황준원,미래에2020년에 나에게말하고싶은거 적고가~,6개,"['미래', '나', '말', '싶다', '적다']"
47,쩡마니tv,좋고~~꽃송이가 ~~,1개,"['좋다', '꽃송이']"
48,권승현,너무 잘꺾는다..,2개,['꺾다']
49,이름,2021년에 다시 오겠습니다,1개,"['다시', '오다']"
50,정재호,"꽃송이가  꽃송이가 그래그래 피었네
꽂송이가 꽃송이가 그 꽃 한 송이가 그래그래 피었구나
거리에 사람들~
수많은 사람들~",7개,"['꽃송이', '꽃송이', '그래그래', '피다', '꽂다', '송이', '꽃송이', '그', '꽃', '하다', '송이', '그래그래', '피다', '거리', '사람', '수많다', '사람']"
51,이규빈,그래그래하모니카솔로!!,11개,"['그래그래', '하모니카', '솔로']"
52,문정식,버스커 노래 참 좋다,11개,"['버스커', '노래', '차다', '좋다']"
53,타피오카퐁,"ㅋㅋㅋ.. 꼬시고 불러내라 말해주는게, 데이트 신청 전의 설렘을 불어 넣어준다.. ㅎ 거기에 흐드러진 벚꽃 송이를 노래로 피워주니 달달함은 한 스푼 더해지고. 나완 무관한 거리의 사람들,그 속의 특별함을 가진 널 떠오르게해 마음 속에 별빛을 심어주는 느낌이다.",2개,"['꼬시', '불다', '말', '해주다', '데이트', '신청', '전의', '설레다', '불어', '넣다', '주다', '거기', '흐', '드럽다', '벚꽃', '송이', '노래', '피우다', '달달', '함', '하다', '스푼', '더하다', '나완', '무관', '거리', '사람', '그', '속', '특별하다', '가지다', '널', '떠오르다', '해', '마음', '속', '별빛', '심다', '느낌']"
54,벤츠,목소리가 좋구나....,3개,"['목소리', '좋다']"
55,Dr진로,20년에 온사람 손!,2개,"['사람', '손']"
56,KellyMad,18년에 온 사람 손,22개,"['온', '사람', '손']"
57,IlllIIIlIlIllIl,민주화가~,1개,['민주화']
58,dhLee,아니 그냥 띵곡,2개,"['아니다', '그냥', '띵곡']"
59,안티나,버스커 당신은.... 도덕책,4개,"['버스커', '당신', '도덕', '책']"
60,내일은백수,0:36 꽃송이가~,0개,['꽃송이']
61,앞니,몇년도에 왔는지가 도대체 왜 궁금한거야,1개,"['년도', '오다', '도대체', '왜', '궁금하다']"
62,김도혜,와 대박 진짜로 좋아,1개,"['오다', '대박', '진짜', '좋다']"
63,쭈쭈,종강하고 온 사람~,4개,"['종강', '온', '사람']"
64,김수현,너가 나에게 꽃송이인것 처럼 나도 너에게 꽃송이가 되고싶어,2개,"['너', '나', '꽃송이', '것', '처럼', '나다', '너', '꽃송이', '되다']"
65,뇨뇽이,노래가 아주 좋아연,1개,"['노래', '아주', '좋다', '아연']"
66,김시영,2020년에 올사람 손,1개,"['사람', '손']"
67,김수한무거북이와두루미삼천갑사동방,하모니카도 끝내주네,11개,"['하모니카', '끝내주다']"
68,한솔로,"벚꽃 필 때 한정 벚꽃엔딩,  봄 내내 듣는 건 꽃송이가",2개,"['벚꽃', '필', '때', '한정', '벚꽃', '엔딩', '봄', '내내', '듣다', '건', '꽃송이']"
69,지우지우,으앙ㅇㅇㅇㅇ..버스커버스커 노래는 진짜 싫은거없이 조아 ㅎㅎㅎㅎ,1개,"['버스커버스커', '노래', '진짜', '싫다']"
70,이메진,꽃감보고 온사람 손,1개,"['꽃감', '보고', '사람', '손']"
71,최강현,진짜 노래  감동 받았어요,5개,"['진짜', '노래', '감동', '받다']"
72,전승수,^*아들..이병헌..이뻐랑..기분업..~~,1개,"['아들', '이병헌', '이쁘다', '분업']"
73,해부학,진짜 1집이 최고명반인듯,1개,"['진짜', '집', '최고', '명반', '듯']"
74,양이펭덕,스테디셀러다 이건.,1개,"['스', '테디', '셀러', '것']"
75,ff,ㅋㅋ하모니카 솔로,4개,"['하모니카', '솔로']"
76,양진우,지고 피고 지고 피고 이게 인생이지 그치 꽃송아 눈이오고 비가와도 잘버텨도 결국 지겠지,2개,"['지고', '피고', '지고', '피고', '이', '인생', '그치다', '꽃송', '눈', '이오', '비다', '버티다', '지다']"
77,사랑해요입분,장범준♥♥,1개,['장범준']
78,kIMGRinELL,썸녀랑 느낀 감정과 감성들 그때 그 기분을 한껏 헝클어트려ㅠㅠ,2개,"['썸녀', '느끼다', '감정', '감성', '그때', '그', '기분', '헝클어트리다']"
79,깨끗하개맑개자신있,멜론은 왜 이음반을 명반딱지 안붙여주는 이유가 뭔지 모르거씀.,2개,"['멜론', '왜', '음반', '명반', '딱지', '붙이다', '이유', '뭐', '모르다', '쓰다']"
80,현,칫 2주 늦었나 못나가니께 계절 개념이 사라졌어,2개,"['칫', '주', '늦다', '나가다', '계절', '개념', '사라지다']"
81,sungjunAn,버스커 버스커  .. 장범준을  세상에  알려준  예리밴드에게  깊은  감사를  보낸다...,2개,"['버스커', '버스커', '장범준', '세상', '알다', '준', '예리밴드', '깊다', '감사', '보내다']"
82,luvlockJ,버스커 1집은 진짜 명반이다,1개,"['버스커', '집다', '진짜', '명반']"
83,이태은,봄만 되면 생각나는 노래^^,6개,"['봄', '되다', '생각나다', '노래']"
84,안성욱,"봄노래라기보단 추억이 깃든노래..
중학생인데 어릴때 형이 영재원가면 데리러올때
아빠랑 차에거 기다릴때 맨날 듣던노래..
진짜 질리지도 않았고 가끔씩 햄버거도 사주시고
진짜 좋았는데 이젠 못하네..",2개,"['봄', '노래', '추억', '깃', '노래', '중학생', '어리다', '때', '형', '영재', '가면', '데리다', '때', '아빠', '차', '거', '기다리다', '때', '듣다', '노래', '진짜', '질리다', '않다', '가끔', '햄버거', '사주다', '진짜', '좋다', '젠', '하다']"
85,pOse,가사가 마치 시조 같구나,1개,"['가사', '마치', '시조', '같다']"
86,killerbees,귀 간지럽다,1개,"['귀', '간지럽다']"
87,박현민,혹시 1박2일 보고 오신사람 있나요?,1개,"['혹시', '박', '보고', '오신', '사람', '있다']"
88,두부,난 지금까지 넌 한번도가 노란 벚꽃인줄 알았다..,1개,"['난', '지금', '넌', '한번', '도', '노랗다', '벚꽃', '줄', '알다']"
89,PhilonMe,가사가 식상하지도 않고 어색하지도 않고 시적이다,1개,"['가사', '식상하다', '않다', '어색하다', '않다', '시적']"
90,구구백구,이번년도에도 출첵하고갑니다^^~,2개,"['이번', '년도', '출첵', '가다']"
91,김카엘,하모니카분 극딜ㄷㄷ,1개,"['하모니카', '극딜']"
92,정국정국,이 노래너무 좋아🌸🌸🌸,1개,"['이', '노래', '좋다']"
93,구혜윤플로리,뻔데기탕 먹자고 꼬셔~~,1개,"['뻔데기', '탕', '먹다', '꼬셔']"
94,dayevery,2018서왔다,1개,"['서다', '오다']"
95,정승호,"와 노래 진짜 좋다 






대박!",2개,"['오다', '노래', '진짜', '좋다', '대박']"
96,이승현,2021년에 온사람,1개,['사람']
97,hy,벗꽃엔딩 만큼 조아,2개,"['벗꽃', '엔딩', '만큼']"
98,18유혜련,20년에 온사람 손,1개,"['사람', '손']"
99,척노리스,"이 노래를 들으면
헤어진 사람이 생각나서 슬프기도하고 
그와 동시에 뭔가 설레이기도하고 
말로 표현못하는 기분임ㅎㅎㅎ",1개,"['이', '노래', '들다', '헤어지다', '사람', '생각나다', '슬프다', '기도', '그', '동시', '뭔가', '설레다', '하다', '말로', '못', '기분', '임']"
100,김도혜,도혜가 이노래를 좋아해요,1개,"['도혜', '노래', '좋아하다']"
101,민애옹은애옹해,또 들어러 왔다♡,1개,"['또', '들다', '오다']"
102,youtubesteve,2020년이다....벌써...,1개,['벌써']
103,계란,음이 너무 좋아요 👍,3개,"['음', '좋다']"
104,2512오은서,방금 길거리에서 이노래 듣고 왔습니다 ㅎㅎ,1개,"['방금', '길거리', '이노', '듣다', '오다']"
105,Jiyunshin,개좋다 풋풋행,1개,"['개', '좋다', '풋풋', '행']"
106,이대희,꽃감 먹고싶다,2개,"['꽃감', '먹다']"
107,김따로,좋다,2개,['좋다']
108,JustinJang,2020년에 올 사람 발가락!!!,1개,"['오다', '사람', '발가락']"
109,김인우,쉬바 하모니카 솔로라니. 하모니카 형ㅠㅠㅠ,0개,"['쉬바', '하모니카', '솔로', '하모니카', '형']"
110,유건하,봄이면 찾아오는 맛집.. 진짜 달콤하구만 근데 중요한건 여친없어,1개,"['보다', '찾아오다', '맛집', '진짜', '달콤하다', '중요하다', '여친', '없다']"
111,김,노래좋네요 ㅎㅎ,3개,"['노래', '좋다']"
112,핼리혜성TVHalleyEdmund,"찾아주셔서 감사합니다, 자주들려서 감상하겠습니다,",0개,"['찾다', '감사하다', '자주', '들다', '감상', '하다']"
113,김미란,커플지옥솔로천국loveyou♡😻><,1개,"['커플', '지옥', '솔로', '천국']"
114,김예솜,슈돌보다가 이노래 나와서 들으러왔습니다ㅜ 이노래 들으면 초등학생때 밤에 가족하고 놀러갔던 벚꽃거리?가 생각나요 너무 좋았는데ㅜㅜㅜ,0개,"['슈', '돌보다', '이노', '나오다', '들다', '오다', '이노', '들다', '초등학생', '때', '밤', '가족', '놀다', '가다', '벚꽃', '거리', '가다', '생각나다', '좋다']"
115,정현서,18년에 온 사람 손,1개,"['온', '사람', '손']"
116,COLORs,흐규흐규 하모니카가 솔로래 흐규흐규ㅠㅜㅠㅜ,0개,"['흐규흐규', '하모니카', '솔로', '흐규흑']"
117,안녕,갓범준 ㄷㄷ,1개,['범준']
118,김우빈,꽃송이가 꽃송이가 꽃송이가 그래그래그래그래그래그래×10,1개,"['꽃송이', '꽃송이', '꽃송이', '그래그래']"
119,YO서기,"밤꽃송이가ㅋㅋㅋ
스멜",0개,"['밤꽃', '송이', '스멜']"
120,펑,첨부분 어렵내..,1개,"['첨부', '어렵다']"
121,마멜진심녀,2019.10.26 다시 봄으로 달려가고 싶다,0개,"['다시', '봄', '달려가다', '싶다']"
122,GalaxyVillage,봄이 다가온다,1개,"['봄', '다가오다']"
123,은오,유니크한 목소리~♡,0개,"['유니크', '목소리']"
124,갑자기웃긴거생각나,핵핵핵핵 명곡 ㅠㅠㅠㅠㅠ 자전거타고 들으면 기분좋은데 캐씁쓸함을 동시에 느낄수있음 ㅋㅋㅋ,0개,"['핵핵핵', '명곡', '자전거', '타고', '들다', '기분', '좋다', '캐', '씁쓸하다', '동시', '느끼다']"
125,stakali,노래좋다~~,1개,"['노래', '좋다']"
126,Leeminji,"0:00 간주 시작
0:19 노래 시작",0개,"['간주', '시작', '노래', '시작']"
127,최준영,꽃송이가아니라초코송이가!!(ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ),0개,"['꽃송이', '아니다', '초코송이']"
128,MichaelCatson,마약같은 노래,14개,"['마약', '같다', '노래']"
129,손봉기,배드민턴 치자고 꼬셔 커피한잔 하자고 불러 동네한번 걷자고 꼬셔 넌 한번도 그래 안된다는 말이 없었지 꽃송이가 꽃송이가 그래그래 피었네 꽃송이가 꽃송이가 그 꽃한송이가 그래그래 피었구나 거리의 사람들 수많은 사람들 그길의 사람들 그대 나는 내게 얼마만큼 특별한건지 그게 어려운거야 그게 어려운거라 그게 어려운거야 맛있는거 먹자고 꼬셔 영화보러가자고 불러 단대 호수 걷자고 꼬셔 넌 한번도 그래 안된다는 말이 없었지 꽃송이가 꽃송이가 그래그래 피었네 꽃송이가 꽃송이가 그래 꽃한송이가 그래그래 피었구나 거리의 사람들 수많은 사람들 그 길의 사람들 그대 나는 내게 얼마나 특별한건지 그게 어려운거야 그게 어려운거라 그게 어려운거야 좋아 좋아 하모니카 솔로 꽃송이가 꽃송이가 꽃송이가 그래그래 피었네 꽃송이가 꽃송이가 그 꽃한송이가 그래그래 피었구나 거리의 사람들 수많은 사람들 그 길의 사람들 그대 나는 내게 얼마나 특별한건지 그게 어려운거야 그게 어려운거라 그게 어려운거야 ,4개,"['배드민턴', '치자', '꼬셔', '커피한잔', '하자', '불다', '동네', '한번', '걷다', '꼬셔', '넌', '한번', '그렇다', '안되다', '말', '없다', '꽃송이', '꽃송이', '그래그래', '피다', '꽃송이', '꽃송이', '그', '꽃', '한송이', '그래그래', '피다', '거리', '사람', '수많다', '사람', '길', '사람', '그대', '나', '내다', '얼마만큼', '특별하다', '건지다', '그게', '어렵다', '그게', '어렵다', '그게', '어렵다', '맛있다', '먹다', '꼬셔', '영화', '보다', '자고', '불다', '단대', '호수', '걷다', '꼬셔', '넌', '한번', '그렇다', '안되다', '말', '없다', '꽃송이', '꽃송이', '그래그래', '피다', '꽃송이', '꽃송이', '그렇다', '꽃', '한송이', '그래그래', '피다', '거리', '사람', '수많다', '사람', '그', '길', '사람', '그대', '나', '내다', '얼마나', '특별하다', '건지다', '그게', '어렵다', '그게', '어렵다', '그게', '어렵다', '좋다', '좋다', '하모니카', '솔로', '꽃송이', '꽃송이', '꽃송이', '그래그래', '피다', '꽃송이', '꽃송이', '그', '꽃', '한송이', '그래그래', '피다', '거리', '사람', '수많다', '사람', '그', '길', '사람', '그대', '나', '내다', '얼마나', '특별하다', '건지다', '그게', '어렵다', '그게', '어렵다', '그게', '어렵다']"
130,Kuha,좋아 좋아 하모니카 솔★로!!!!!!11111111111<= 이 부분 개인적으로 넘나 좋다는 ㅠㅠㅠㅠㅠㅠㅠㅠㅠ,0개,"['좋다', '좋다', '하모니카', '솔', '로', '이', '부분', '개인', '넘다', '좋다']"
131,QUASAR,조아조아 하모니카 솔로~~~,0개,"['좋다', '좋다', '하모니카', '솔로']"
132,홍주의,영화,1개,['영화']
133,donghwiseo,이 노래도 벚꽃 엔딩 못지않은 띵곡인데.. 워낙 벚꽃 엔딩이 쎄서 ㅋㅋㅋ,1개,"['이', '노래', '벚꽃', '엔딩', '못지않다', '띵곡', '워낙', '벚꽃', '엔딩', '쎄다']"
134,별사탕,5년.. 어렸을때 이 멜로디 듣고 반했는데 추억돋는다,6개,"['어리다', '때', '이', '멜로디', '듣다', '반하다', '추억', '돋다']"
135,배선영,가사내용이 재미잏네요~^^,1개,"['가사', '용이', '재미', '잏']"
136,김,노래좋네요 ㅎㅎ,2개,"['노래', '좋다']"
137,곽은실,노래 넘좋아,1개,"['노래', '넘다', '좋다']"
138,P진우,"""밀당""ㅋㅋㅋㅋㅋㅋㅋㅋㅋ",0개,['밀당']
139,파김,벗꽃엔딩을 들으시면 덤으로 꽃송이도 드립니다,1개,"['벗꽃', '엔딩', '들다', '덤', '꽃송이', '드리다']"
140,dayevery,벚꽃보고싶다,1개,"['벚꽃', '보다']"
141,이혜석,19년에 온사람들 손,72개,"['사람', '손']"
142,유나원,하모니카 쏠로~!!....어뜨케....ㅋㅋㅋ,0개,"['하모니카', '쏠', '어떻다']"
143,이재혁,벌써 오래됬구나,7개,"['벌써', '오래되다']"
144,오유정,"봄이 그립다 그리워ㅠ
난 그렇게도 봄이 좋을까ㅎㅎ",0개,"['봄', '그리다', '그립다', '난', '그렇다', '봄', '좋다']"
145,박민성,좋아 좋아! 타요니까 솔로! 읍~으읍!읍 읍!!,0개,"['좋다', '좋다', '타요', '솔로', '읍', '읍', '읍', '읍']"
146,고윤성,꽃송이가~~ㅎ-ㅎ,0개,['꽃송이']
147,l,좋당♥,2개,['좋다']
148,사람,19년에 올사람 손,1개,"['사람', '손']"
149,호로롱,짱 좋다..///,0개,"['짱', '좋다']"
